index,contract_no,division,product_name,customer,sales_rep,price
8623,CNT-14300166,Central,Screenings,"Carter, Parker and Berry",Daniel,48.66
8624,CNT-64460517,NorthEast,Rip Rap,Castaneda and Sons,Abi,20.07
8625,CNT-16371253,SouthWest,Surge Stone,Hampton and Sons,Heath,39.26
8626,CNT-74273439,NorthEast,Mason Sand,Williams-Perez,Steve,33.97
8627,CNT-01287666,West,#4 Stone,"Moore, Watson and Douglas",Heath,23.42
8628,CNT-35299631,West,#4 Stone,"Russell, Morales and Smith",Arthur,19.26
8629,CNT-86988155,NorthEast,Surge Stone,Hawkins-Kidd,Vashon,49.37
8630,CNT-14227996,Central,Concrete Sand,Ortiz Ltd,Madhu,22.97
8631,CNT-80378338,NorthEast,#67 Stone,"Young, Guerrero and Perry",Rijo,49.95
8632,CNT-63788327,Central,#67 Stone,"Martin, Banks and Chavez",Heath,48.2
8633,CNT-57750113,East,Mason Sand,Miller-Russell,Rijo,21.68
8634,CNT-87328293,SouthWest,#57 Stone,"Miller, Dixon and Davis",Abi,20.92
8635,CNT-04386797,West,#57 Stone,Davis-Estrada,Shiva,31.91
8636,CNT-86515089,NorthEast,#67 Stone,Collins and Sons,Niket,18.33
8637,CNT-20457191,West,Rip Rap,"Dyer, Smith and Lewis",Connor,49.19
8638,CNT-76530397,SouthWest,Surge Stone,Harris-Brooks,Madhu,22.68
8639,CNT-64046394,SouthWest,Pea Gravel,Solis-Hart,Shiva,21.07
8640,CNT-26040075,Central,Rip Rap,"Davis, Salazar and White",Shiva,23.5
8641,CNT-63315257,SouthWest,Concrete Sand,Turner and Sons,Abi,30.33
8642,CNT-64678473,East,#67 Stone,Martinez PLC,Parker,11.04
8643,CNT-51374577,West,Railroad Ballast,Gilmore Inc,Rijo,49.51
8644,CNT-85353835,NorthEast,Pea Gravel,"Rivera, Wise and Diaz",Parker,39.26
8645,CNT-93845413,SouthWest,#67 Stone,White PLC,Daniel,41.58
8646,CNT-71921710,SouthWest,#57 Stone,Fuentes PLC,Rijo,15.98
8647,CNT-91103241,Central,Screenings,Moore-Green,Madhu,44.04
8648,CNT-83082909,West,ABC Stone,Pope-Perez,Vashon,28.01
8649,CNT-04131148,Central,ABC Stone,Krueger and Sons,Daniel,29.2
8650,CNT-95216473,East,Surge Stone,Mills-Li,Niket,42.95
8651,CNT-24459980,NorthEast,Screenings,"Sosa, Ferguson and Chapman",Connor,33.55
8652,CNT-47092437,NorthEast,Screenings,Shepherd Inc,Heath,18.71
8653,CNT-20882759,SouthWest,Screenings,Hernandez LLC,Shiva,21.2
8654,CNT-85776291,West,Concrete Sand,Barr-Obrien,Rijo,41.04
8655,CNT-24566984,SouthWest,Mason Sand,Haley-Olson,Arthur,31.56
8656,CNT-34213856,Central,ABC Stone,"Michael, Gibbs and Smith",Connor,24.53
8657,CNT-83596617,Central,Screenings,Mcbride LLC,Rijo,49.47
8658,CNT-51542320,West,Railroad Ballast,Wood Inc,Daniel,23.47
8659,CNT-59279904,West,#67 Stone,Thompson-Levine,Steve,10.09
8660,CNT-43159767,Central,Pea Gravel,"Mann, Ruiz and Fisher",Shiva,49.14
8661,CNT-51899506,NorthEast,Mason Sand,Haney LLC,Niket,38.1
8662,CNT-79306791,SouthWest,Screenings,Silva-Fisher,Daniel,15.08
8663,CNT-82619452,NorthEast,Concrete Sand,"Hart, Mccormick and Fernandez",Niket,34.42
8664,CNT-05298758,East,Surge Stone,Smith-Ellison,Parker,21.44
8665,CNT-92617787,West,Mason Sand,Miller Inc,Daniel,48.48
8666,CNT-20341909,East,Surge Stone,Price-Burns,Rijo,16.92
8667,CNT-39423934,SouthWest,Screenings,Coleman Inc,Niket,36.96
8668,CNT-64847375,Central,Concrete Sand,Vasquez-Hayes,Parker,40.24
8669,CNT-02206654,Central,Surge Stone,Smith LLC,Steve,39.25
8670,CNT-73170326,East,ABC Stone,Roberts and Sons,Shiva,32.28
8671,CNT-01322021,West,Concrete Sand,Fletcher-Smith,Madhu,32.7
8672,CNT-50203407,East,Railroad Ballast,"Edwards, Green and Snyder",Arthur,41.4
8673,CNT-64516955,SouthWest,Pea Gravel,"Baker, Kelly and Miller",Heath,36.19
8674,CNT-91758459,West,#4 Stone,Jensen LLC,Vashon,44.8
8675,CNT-04980260,NorthEast,Railroad Ballast,Richard-Carter,Abi,47.57
8676,CNT-09521913,East,Screenings,Mills-Torres,Daniel,39.25
8677,CNT-22947921,SouthWest,Pea Gravel,Hensley-Mcdaniel,Parker,10.19
8678,CNT-72555019,West,Screenings,Skinner Group,Madhu,24.47
8679,CNT-93901269,Central,#67 Stone,"Montgomery, Lin and Johnson",Madhu,32.71
8680,CNT-27589060,Central,#57 Stone,Thompson PLC,Steve,36.23
8681,CNT-01753743,SouthWest,Rip Rap,Green-Anderson,Vashon,30.18
8682,CNT-67026832,East,ABC Stone,Johnson and Sons,Heath,29.21
8683,CNT-13433703,East,#67 Stone,"Ortiz, Lang and Figueroa",Rijo,36.93
8684,CNT-53518208,SouthWest,Mason Sand,"Nolan, Gentry and Clark",Shiva,41.29
8685,CNT-98042049,Central,Screenings,Whitaker LLC,Heath,25.87
8686,CNT-57644032,East,Surge Stone,Rogers-Mitchell,Shiva,24.88
8687,CNT-49024873,SouthWest,Rip Rap,White-Hogan,Daniel,30.11
8688,CNT-36068538,Central,#67 Stone,Morgan-Nguyen,Parker,30.12
8689,CNT-03558603,East,Mason Sand,"Saunders, Smith and Stewart",Abi,40.42
8690,CNT-50415397,West,Railroad Ballast,Fisher-King,Niket,27.83
8691,CNT-68336017,SouthWest,ABC Stone,Davis-Cox,Shiva,30.93
8692,CNT-84222887,East,#57 Stone,Powell-Jackson,Connor,45.9
8693,CNT-77113243,West,#57 Stone,"Brown, Kaiser and Bradley",Connor,33.4
8694,CNT-41115770,Central,#67 Stone,Lopez and Sons,Arthur,34.75
8695,CNT-99178754,SouthWest,Pea Gravel,"Adams, Coleman and Roberts",Vashon,11.69
8696,CNT-89515505,West,Mason Sand,"Davila, Butler and Fisher",Arthur,49.49
8697,CNT-54302906,East,Mason Sand,Chung Inc,Arthur,44.55
8698,CNT-96560255,East,#67 Stone,"Grant, Garner and Evans",Vashon,43.3
8699,CNT-54443652,NorthEast,Surge Stone,Kelly PLC,Vashon,24.4
8700,CNT-40078125,East,Mason Sand,Hunt-Miller,Arthur,27.33
8701,CNT-01744682,West,Pea Gravel,Myers-Stewart,Niket,18.58
8702,CNT-96558421,East,Surge Stone,"Arnold, Dunn and Solis",Rijo,25.39
8703,CNT-17637067,Central,Railroad Ballast,"Hill, Sherman and Long",Abi,17.01
8704,CNT-99253480,SouthWest,#67 Stone,Reeves-Pierce,Heath,48.62
8705,CNT-31895529,NorthEast,Mason Sand,Chen-Washington,Niket,42.86
8706,CNT-81076483,SouthWest,Pea Gravel,"Reyes, Weaver and Cobb",Daniel,28.95
8707,CNT-83636233,NorthEast,#4 Stone,French Inc,Daniel,26.84
8708,CNT-37373793,West,#57 Stone,"Holder, Christian and Hess",Niket,47.33
8709,CNT-94029799,NorthEast,#67 Stone,Figueroa-Solis,Shiva,26.33
8710,CNT-18758057,NorthEast,Pea Gravel,Clark Ltd,Daniel,25.62
8711,CNT-65048862,Central,Surge Stone,"Ramirez, Berg and Wilcox",Vashon,37.52
8712,CNT-52726482,East,#4 Stone,Hernandez LLC,Steve,30.33
8713,CNT-25799726,NorthEast,Pea Gravel,Phillips-Allen,Steve,27.97
8714,CNT-17915648,West,Mason Sand,Brown Ltd,Madhu,16.9
8715,CNT-68500654,SouthWest,Mason Sand,"Adams, Vargas and Nguyen",Madhu,16.32
8716,CNT-77057976,West,Rip Rap,Harmon-Ramsey,Arthur,21.03
8717,CNT-54435563,Central,Rip Rap,"Allen, Powell and Peterson",Connor,11.58
8718,CNT-17851619,SouthWest,Surge Stone,Adams LLC,Daniel,29.51
8719,CNT-62260864,East,Railroad Ballast,Barker Ltd,Connor,37.01
8720,CNT-31823288,NorthEast,Pea Gravel,"Collins, Mendoza and Dixon",Niket,21.78
8721,CNT-86071869,SouthWest,Screenings,Andrews-Sanchez,Connor,47.32
8722,CNT-81881640,East,Railroad Ballast,"Silva, Gilbert and Garcia",Madhu,25.53
8723,CNT-57839430,East,Mason Sand,"Marquez, Anderson and Frederick",Parker,15.31
8724,CNT-57311282,NorthEast,#4 Stone,Davis Group,Parker,37.13
8725,CNT-87393295,West,#57 Stone,Bishop Ltd,Rijo,30.12
8726,CNT-19546832,East,Concrete Sand,Peterson LLC,Niket,20.23
8727,CNT-50583494,NorthEast,#67 Stone,Peterson-Simpson,Daniel,37.21
8728,CNT-51191779,East,Rip Rap,Patel-Conley,Madhu,49.15
8729,CNT-71240377,Central,Concrete Sand,"Lewis, Underwood and Richards",Abi,44.46
8730,CNT-81215569,SouthWest,Concrete Sand,Jackson Ltd,Rijo,39.99
8731,CNT-04654799,NorthEast,#57 Stone,Wilson-Buchanan,Abi,43.35
8732,CNT-54805893,West,Mason Sand,Lin and Sons,Vashon,13.73
8733,CNT-93371813,Central,#4 Stone,Jackson-Sloan,Steve,31.53
8734,CNT-51091687,Central,Surge Stone,Gross Ltd,Heath,47.31
8735,CNT-98106897,West,Screenings,Nixon-Gray,Vashon,49.41
8736,CNT-60627664,NorthEast,Pea Gravel,"Nicholson, Campos and Ward",Parker,26.96
8737,CNT-80548563,West,Screenings,"Hardin, Adams and Martinez",Arthur,18.29
8738,CNT-26883370,NorthEast,#67 Stone,"Palmer, Hughes and Gray",Madhu,11.81
8739,CNT-43687091,West,Pea Gravel,White and Sons,Arthur,38.42
8740,CNT-35981499,NorthEast,Pea Gravel,Richardson LLC,Arthur,32.61
8741,CNT-83924651,SouthWest,Mason Sand,"Anderson, Dunn and Rios",Parker,45.96
8742,CNT-86732067,West,#67 Stone,"Campbell, Kane and Trujillo",Abi,45.08
8743,CNT-23191319,East,Railroad Ballast,Shaw-Warner,Heath,41.48
8744,CNT-97932033,SouthWest,ABC Stone,Hart-Patterson,Arthur,33.38
8745,CNT-88810257,NorthEast,#57 Stone,"Summers, Hill and Nichols",Abi,38.76
8746,CNT-39189155,Central,ABC Stone,Ward-Buck,Niket,26.57
8747,CNT-98323413,NorthEast,Rip Rap,Hardy-Brooks,Shiva,38.52
8748,CNT-34704549,East,Surge Stone,Allen-Espinoza,Connor,19.95
8749,CNT-47131956,NorthEast,Pea Gravel,Hall Inc,Vashon,25.36
8750,CNT-01146668,SouthWest,Concrete Sand,Greene-Steele,Connor,31.8
8751,CNT-23192794,SouthWest,#57 Stone,Burton Ltd,Rijo,41.1
8752,CNT-76366558,Central,Concrete Sand,Morgan-Dodson,Madhu,22.8
8753,CNT-71363939,SouthWest,Pea Gravel,Kemp Group,Daniel,18.36
8754,CNT-32365157,East,#4 Stone,"Anderson, Galloway and Johnson",Steve,28.09
8755,CNT-98655462,SouthWest,Surge Stone,Gutierrez-Bennett,Steve,31.06
8756,CNT-81815505,NorthEast,Concrete Sand,"Robinson, Cruz and Escobar",Arthur,44.35
8757,CNT-23319188,NorthEast,ABC Stone,Myers-Hines,Niket,17.14
8758,CNT-84356017,West,Pea Gravel,Marquez-Lewis,Daniel,10.62
8759,CNT-28912680,NorthEast,Concrete Sand,Simon Ltd,Abi,27.97
8760,CNT-03129585,East,Mason Sand,"Phillips, Brown and Patel",Steve,14.54
8761,CNT-30228375,East,Screenings,Carter-Warner,Steve,31.05
8762,CNT-06730781,West,#4 Stone,"Jones, Long and Krause",Madhu,48.93
8763,CNT-13228891,NorthEast,Rip Rap,Church Ltd,Daniel,10.69
8764,CNT-31940093,Central,ABC Stone,"Martin, Hughes and Berg",Madhu,41.07
8765,CNT-04119853,NorthEast,Rip Rap,"Hale, Anderson and Mack",Abi,37.16
8766,CNT-33734899,NorthEast,Railroad Ballast,Holt Group,Parker,17.89
8767,CNT-11486741,Central,Mason Sand,"Willis, Bowman and Robertson",Niket,17.69
8768,CNT-69639036,NorthEast,Mason Sand,Green-Gonzales,Madhu,49.44
8769,CNT-04689882,SouthWest,#57 Stone,Green Ltd,Arthur,39.33
8770,CNT-49934735,NorthEast,Surge Stone,"Sampson, Barnes and Lee",Heath,23.22
8771,CNT-20760262,NorthEast,Concrete Sand,Barber Ltd,Niket,34.2
8772,CNT-99057836,SouthWest,Railroad Ballast,"Lane, Liu and Reynolds",Shiva,49.7
8773,CNT-18913637,East,Pea Gravel,Norman Group,Abi,44.71
8774,CNT-41421249,West,Rip Rap,Crawford-James,Heath,38.65
8775,CNT-82481361,SouthWest,Concrete Sand,Chen-Walters,Daniel,18.06
8776,CNT-51511338,Central,Surge Stone,York-Allen,Parker,19.7
8777,CNT-17132816,SouthWest,#67 Stone,"Mitchell, Gutierrez and Potter",Shiva,32.52
8778,CNT-40091333,East,Rip Rap,Evans Group,Daniel,39.83
8779,CNT-06711940,Central,#67 Stone,Leach-Robinson,Shiva,29.86
8780,CNT-47032616,SouthWest,#67 Stone,"Thompson, Richardson and Davenport",Heath,35.34
8781,CNT-61752764,Central,Rip Rap,Mullins-Morris,Connor,25.43
8782,CNT-22621224,West,Railroad Ballast,Russell Inc,Daniel,43.7
8783,CNT-67226817,Central,Rip Rap,Rodriguez Group,Parker,19.81
8784,CNT-03507583,SouthWest,Rip Rap,Norman-Jones,Vashon,18.21
8785,CNT-33397941,SouthWest,ABC Stone,Baker PLC,Heath,18.44
8786,CNT-00680058,SouthWest,Mason Sand,Walker-Ferrell,Vashon,10.85
8787,CNT-74598223,NorthEast,Railroad Ballast,Wright Group,Abi,11.7
8788,CNT-59201547,SouthWest,Rip Rap,Francis and Sons,Abi,39.49
8789,CNT-54152513,East,Mason Sand,Hernandez-Fischer,Niket,19.18
8790,CNT-40797373,SouthWest,#67 Stone,Montoya-Daniel,Parker,25.15
8791,CNT-82517022,NorthEast,Concrete Sand,Rivas-Freeman,Niket,49.61
8792,CNT-27184904,NorthEast,Pea Gravel,"Frank, Little and Perkins",Arthur,46.3
8793,CNT-68818666,East,Screenings,"Thomas, Branch and Lewis",Abi,27.7
8794,CNT-51510609,East,Surge Stone,Robinson PLC,Abi,23.75
8795,CNT-81950998,West,Screenings,Brown-Taylor,Connor,19.49
8796,CNT-19760585,East,ABC Stone,"Hurst, Smith and Erickson",Abi,34.33
8797,CNT-99033067,Central,ABC Stone,Thomas-Garcia,Arthur,12.5
8798,CNT-43486158,Central,Railroad Ballast,"Gonzales, Davis and Marquez",Rijo,11.6
8799,CNT-30997029,West,ABC Stone,"Jones, Howard and Torres",Rijo,13.23
8800,CNT-61362534,SouthWest,#67 Stone,"Clements, Mcdonald and Gonzalez",Shiva,21.19
8801,CNT-98073220,West,Surge Stone,Jones-Anderson,Rijo,30.02
8802,CNT-64054828,Central,Concrete Sand,Bowman-Chavez,Niket,46.71
8803,CNT-95068427,SouthWest,ABC Stone,Stewart and Sons,Parker,26.76
8804,CNT-56869473,West,Concrete Sand,Taylor-Green,Heath,31.32
8805,CNT-14397859,Central,Screenings,Spencer-Dalton,Heath,46.19
8806,CNT-65009669,Central,Concrete Sand,Johnston-Reed,Shiva,22.16
8807,CNT-22217535,Central,Concrete Sand,Cardenas Ltd,Shiva,42.43
8808,CNT-82799718,Central,Mason Sand,"Price, Saunders and Knox",Connor,15.72
8809,CNT-11112990,NorthEast,#67 Stone,"Parker, Collins and Smith",Niket,41.63
8810,CNT-02476318,West,#67 Stone,Austin LLC,Connor,31.33
8811,CNT-79980291,Central,#4 Stone,Patton-Martin,Parker,26.71
8812,CNT-53208038,NorthEast,Railroad Ballast,"Johnson, Clarke and Whitaker",Vashon,36.75
8813,CNT-99397203,East,#57 Stone,"Dominguez, Lewis and Nelson",Shiva,31.12
8814,CNT-35376356,NorthEast,#67 Stone,Griffin Group,Rijo,27.55
8815,CNT-93904483,East,Concrete Sand,King-Romero,Heath,49.51
8816,CNT-81793506,East,#4 Stone,"Brown, Smith and Allen",Daniel,41.44
8817,CNT-85723581,SouthWest,Rip Rap,Jones Ltd,Steve,21.36
8818,CNT-61280185,West,Screenings,"Allen, Diaz and Spence",Rijo,13.19
8819,CNT-19160217,Central,Mason Sand,"Phillips, Walker and Burns",Vashon,20.33
8820,CNT-33581572,East,Surge Stone,Smith LLC,Abi,13.54
8821,CNT-74800096,NorthEast,Surge Stone,Freeman Ltd,Rijo,32.29
8822,CNT-03511022,West,#57 Stone,"Robertson, Patterson and Matthews",Shiva,17.3
8823,CNT-40943545,West,ABC Stone,Rose-Harrison,Arthur,31.58
8824,CNT-05503547,West,Concrete Sand,Shaw Group,Heath,11.06
8825,CNT-60720530,Central,ABC Stone,Holt and Sons,Connor,47.59
8826,CNT-75497675,Central,ABC Stone,"Padilla, Cobb and Ward",Arthur,10.94
8827,CNT-14844873,SouthWest,Rip Rap,Nelson-Long,Arthur,31.59
8828,CNT-82216154,East,#4 Stone,"Chandler, Smith and Flores",Vashon,22.37
8829,CNT-01726556,NorthEast,Screenings,Oconnor Inc,Parker,15.35
8830,CNT-42052140,SouthWest,#4 Stone,Hernandez-Bautista,Rijo,29.05
8831,CNT-67122716,West,#4 Stone,Rosales-Banks,Abi,44.49
8832,CNT-61172352,NorthEast,ABC Stone,Collins-Norman,Steve,39.02
8833,CNT-46948703,West,Rip Rap,Blackwell Ltd,Shiva,40.79
8834,CNT-30128595,SouthWest,#4 Stone,"Salinas, Pollard and Smith",Madhu,43.85
8835,CNT-46863477,West,Rip Rap,Jackson Group,Niket,17.84
8836,CNT-11813019,SouthWest,#67 Stone,"Morgan, Woods and Rice",Niket,27.48
8837,CNT-79537295,SouthWest,Mason Sand,Sandoval-Bell,Rijo,47.43
8838,CNT-76825060,SouthWest,Mason Sand,"Coleman, Wallace and Tate",Heath,49.79
8839,CNT-29496564,NorthEast,Screenings,Green-Roberts,Daniel,43.12
8840,CNT-60572524,East,Railroad Ballast,"Alvarado, Newman and Bush",Rijo,42.65
8841,CNT-98519087,Central,ABC Stone,Dodson Inc,Daniel,31.48
8842,CNT-51107557,SouthWest,Screenings,"Daniel, Perkins and Walton",Vashon,47.45
8843,CNT-75490150,Central,Pea Gravel,"Martinez, Horton and Jensen",Vashon,46.57
8844,CNT-82406858,West,Mason Sand,"Simpson, Fox and Thomas",Arthur,39.58
8845,CNT-55354453,Central,Railroad Ballast,"Nguyen, Ortiz and Wallace",Arthur,16.53
8846,CNT-78643924,East,ABC Stone,Payne PLC,Abi,11.18
8847,CNT-37967969,SouthWest,Pea Gravel,"Robertson, Miller and Brady",Rijo,16.55
8848,CNT-97415936,NorthEast,Screenings,"Mcintyre, Thompson and Mcpherson",Vashon,45.38
8849,CNT-49512082,SouthWest,Rip Rap,"Drake, Miller and Johnson",Rijo,43.52
8850,CNT-45056453,West,Screenings,"Maynard, Buchanan and Bender",Arthur,26.14
8851,CNT-70482724,NorthEast,ABC Stone,"Bush, Steele and Bennett",Parker,26.15
8852,CNT-94630769,NorthEast,Railroad Ballast,"Campbell, Long and Case",Rijo,22.97
8853,CNT-45457699,NorthEast,ABC Stone,Flores-Lucas,Abi,35.03
8854,CNT-94287243,Central,Screenings,Velazquez and Sons,Arthur,48.35
8855,CNT-79546460,West,Mason Sand,"White, Ross and Shepherd",Arthur,40.8
8856,CNT-14551624,NorthEast,Railroad Ballast,"Ramos, Carey and Duncan",Vashon,25.5
8857,CNT-69664761,West,Rip Rap,Martinez-Collins,Daniel,36.11
8858,CNT-41469476,Central,Mason Sand,Stewart Group,Abi,36.95
8859,CNT-02606258,West,Railroad Ballast,Dickerson Inc,Daniel,21.56
8860,CNT-51160373,SouthWest,Surge Stone,"Williams, Sanchez and Martin",Shiva,30.46
8861,CNT-50300306,Central,Mason Sand,Herrera and Sons,Rijo,18.84
8862,CNT-68302514,Central,#67 Stone,Perez Group,Shiva,29.76
8863,CNT-28052670,NorthEast,Pea Gravel,Anderson-Davies,Madhu,37.72
8864,CNT-80320933,West,Surge Stone,Sexton-Cline,Shiva,40.1
8865,CNT-29383714,NorthEast,Concrete Sand,Clark PLC,Steve,37.97
8866,CNT-42175031,West,Screenings,"Short, Johnson and Navarro",Madhu,21.66
8867,CNT-01066939,SouthWest,#57 Stone,"Parker, Gomez and Booker",Madhu,10.72
8868,CNT-19093671,East,ABC Stone,Marshall Inc,Abi,41.47
8869,CNT-26573636,NorthEast,Railroad Ballast,Williams-Houston,Shiva,19.97
8870,CNT-85415663,Central,#4 Stone,"Curry, Rios and Estrada",Abi,47.49
8871,CNT-69095290,Central,#57 Stone,"Gilmore, Moore and Wilson",Heath,46.57
8872,CNT-11758045,West,Concrete Sand,Chaney Ltd,Daniel,21.87
8873,CNT-44150346,SouthWest,#67 Stone,"Lewis, Johnson and Zamora",Heath,40.2
8874,CNT-33462837,NorthEast,Concrete Sand,Garcia and Sons,Niket,40.51
8875,CNT-32570363,Central,Railroad Ballast,"Nelson, Little and Mann",Vashon,42.74
8876,CNT-96102550,East,Concrete Sand,"Morton, Sanchez and Hansen",Steve,47.52
8877,CNT-56394878,Central,#57 Stone,"Powers, Mccoy and Evans",Madhu,28.72
8878,CNT-58114004,SouthWest,#67 Stone,"Reed, Ramos and Fitzpatrick",Arthur,32.65
8879,CNT-65488972,NorthEast,#67 Stone,Vasquez-Bonilla,Connor,23.59
8880,CNT-11034964,NorthEast,Screenings,Hurst LLC,Connor,32.08
8881,CNT-65280541,Central,Mason Sand,"Cardenas, Baker and Smith",Niket,35.46
8882,CNT-65246507,East,#67 Stone,"Watson, Williams and Rogers",Steve,35.46
8883,CNT-81389166,NorthEast,Railroad Ballast,"Richards, Graham and Walker",Abi,16.38
8884,CNT-21100765,SouthWest,#4 Stone,Paul Ltd,Arthur,30.84
8885,CNT-80106410,Central,Railroad Ballast,"Jensen, Lewis and Stevens",Arthur,47.74
8886,CNT-40508584,NorthEast,#67 Stone,Porter-Warren,Niket,45.3
8887,CNT-20332569,SouthWest,Concrete Sand,"Myers, Martin and Anderson",Daniel,31.53
8888,CNT-01875593,NorthEast,Rip Rap,Webb PLC,Abi,43.36
8889,CNT-87957471,SouthWest,Concrete Sand,Bolton-Marshall,Rijo,37.72
8890,CNT-31753414,Central,Railroad Ballast,"Adams, Gonzales and Allen",Madhu,21.04
8891,CNT-42394876,NorthEast,#57 Stone,"Cline, Peterson and Richards",Abi,31.12
8892,CNT-77854270,NorthEast,Surge Stone,"Gonzalez, Camacho and Dillon",Rijo,28.51
8893,CNT-54835333,SouthWest,Railroad Ballast,"Webb, Bonilla and Gillespie",Daniel,22.04
8894,CNT-84804691,East,ABC Stone,"Richardson, Mendez and Mathis",Connor,36.49
8895,CNT-61319452,Central,Mason Sand,Roberts Group,Daniel,29.76
8896,CNT-61051772,East,Rip Rap,"Conley, Paul and Williams",Connor,34.2
8897,CNT-29853759,Central,#4 Stone,"Reed, Buchanan and Spencer",Steve,40.15
8898,CNT-23442022,East,Railroad Ballast,Palmer LLC,Parker,29.63
8899,CNT-39342239,East,Rip Rap,Sharp-Hicks,Niket,23.68
8900,CNT-90521111,West,Surge Stone,"Carr, Kent and Barr",Arthur,21.92
8901,CNT-09893117,NorthEast,Railroad Ballast,"Walker, Spencer and Ramirez",Rijo,23.51
8902,CNT-63725812,SouthWest,Concrete Sand,"Thomas, Manning and Faulkner",Arthur,31.11
8903,CNT-68143382,SouthWest,ABC Stone,"Russell, Frazier and Lee",Niket,38.51
8904,CNT-55857748,East,Mason Sand,Welch and Sons,Rijo,36.49
8905,CNT-62669998,NorthEast,Screenings,"Garcia, Santiago and Parker",Abi,36.59
8906,CNT-45196724,West,Railroad Ballast,"Ortiz, Chavez and Walker",Madhu,13.11
8907,CNT-74910438,Central,Surge Stone,Chavez and Sons,Abi,21.38
8908,CNT-49733936,NorthEast,Concrete Sand,Tate Inc,Steve,30.28
8909,CNT-05686864,Central,Mason Sand,Brown Ltd,Shiva,45.24
8910,CNT-72559554,West,Railroad Ballast,Fitzpatrick-Jackson,Daniel,45.11
8911,CNT-37673602,West,Rip Rap,"Schmidt, Fletcher and Mann",Rijo,23.61
8912,CNT-54465673,NorthEast,Pea Gravel,"Davis, Harmon and Nichols",Steve,17.42
8913,CNT-72276805,West,Surge Stone,Durham Group,Arthur,32.8
8914,CNT-31880814,NorthEast,Pea Gravel,Costa and Sons,Daniel,47.54
8915,CNT-20454517,West,Screenings,Thomas-Davis,Madhu,36.6
8916,CNT-88784704,East,Screenings,Davis and Sons,Shiva,48.05
8917,CNT-54572609,NorthEast,Railroad Ballast,Ibarra-Carrillo,Niket,25.73
8918,CNT-14912225,East,ABC Stone,"Taylor, Walls and Fuller",Shiva,21.12
8919,CNT-67961568,Central,Railroad Ballast,Shelton-Wilson,Parker,29.39
8920,CNT-25376687,West,Railroad Ballast,"Mcmahon, Hernandez and Mills",Heath,44.09
8921,CNT-88131834,West,Screenings,Clements-Hall,Steve,13.79
8922,CNT-22333412,Central,Screenings,"West, Rogers and Williams",Daniel,12.16
8923,CNT-12159421,East,Mason Sand,Houston LLC,Connor,12.13
8924,CNT-72391121,East,#67 Stone,"Schultz, Merritt and Kelly",Niket,23.87
8925,CNT-91365383,East,Railroad Ballast,Gomez Ltd,Rijo,34.65
8926,CNT-74259972,East,ABC Stone,Bailey and Sons,Connor,23.88
8927,CNT-92220482,West,Screenings,Hawkins-Young,Abi,40.17
8928,CNT-69747259,West,Concrete Sand,Massey-Barnett,Niket,45.48
8929,CNT-94081099,Central,Railroad Ballast,"Hobbs, Vasquez and Martin",Steve,11.07
8930,CNT-36446736,West,Screenings,"Mathis, Taylor and Patrick",Madhu,34.17
8931,CNT-62222495,West,ABC Stone,Young-Jackson,Shiva,23.81
8932,CNT-41999061,SouthWest,ABC Stone,Roth-Gibson,Madhu,34.54
8933,CNT-47398899,Central,Mason Sand,Garza-Davis,Connor,25.78
8934,CNT-75510573,East,Screenings,Bray Group,Arthur,36.66
8935,CNT-28639069,NorthEast,Pea Gravel,"Williams, Mendez and Torres",Daniel,49.9
8936,CNT-62342174,West,Mason Sand,"Prince, Jackson and Sullivan",Madhu,40.53
8937,CNT-80614945,East,Mason Sand,"George, Nelson and Lynch",Daniel,17.79
8938,CNT-02763153,NorthEast,Mason Sand,"Ball, Goodwin and Gordon",Abi,18.96
8939,CNT-00175680,NorthEast,Railroad Ballast,"Hernandez, Frost and Sanchez",Abi,17.23
8940,CNT-27510594,East,Pea Gravel,"Miller, Hudson and Jones",Madhu,36.77
8941,CNT-38039658,NorthEast,#4 Stone,Potter Group,Niket,49.25
8942,CNT-26101436,East,Mason Sand,Curtis-George,Abi,30.86
8943,CNT-41673278,NorthEast,#4 Stone,Miller-Chandler,Shiva,21.41
8944,CNT-63024316,Central,Screenings,Hammond PLC,Vashon,32.26
8945,CNT-97017652,East,#4 Stone,Tyler-Stephenson,Daniel,44.66
8946,CNT-32469256,Central,Screenings,Pace-Wiley,Rijo,44.57
8947,CNT-74001274,SouthWest,Railroad Ballast,King-Lee,Vashon,22.39
8948,CNT-32175542,SouthWest,Pea Gravel,Hawkins-Ferguson,Niket,43.93
8949,CNT-28460785,East,ABC Stone,Swanson LLC,Connor,43.48
